DateTime,Vehicles,AQI,CO2 Emissions (g/km),NOx Emissions (mg/km),PM2.5 Concentration (µg/m³),Pollution Category,Temperature (°C),Humidity (%),Wind Speed (km/h),Atmospheric Pressure (hPa),Area
23-04-2017 10:00,15,155,115,366,22.29,Unhealthy,37,90,22.01,1044.02,SR Nagar
23-04-2017 11:00,16,221,290,139,68.65,Very Unhealthy,45,67,8.17,1002.2,Kukatpally
23-04-2017 12:00,15,279,192,200,8.59,Very Unhealthy,40,45,24.51,983.65,Kukatpally
23-04-2017 13:00,13,206,196,302,27.77,Very Unhealthy,28,77,18.39,1013.85,Miyapur
23-04-2017 14:00,17,126,395,334,15.01,Unhealthy for Sensitive Groups,26,43,20.49,985.76,SR Nagar
23-04-2017 15:00,18,117,130,111,76.61,Unhealthy for Sensitive Groups,32,73,1.99,1016.1,Ameerpet
23-04-2017 16:00,17,158,94,247,14.05,Unhealthy,18,65,17.46,1040.87,SR Nagar
23-04-2017 17:00,18,194,280,287,142.93,Unhealthy,41,77,16.83,1017.51,Ameerpet
23-04-2017 18:00,21,146,203,335,95.81,Unhealthy for Sensitive Groups,28,51,19.85,993.05,SR Nagar
23-04-2017 19:00,22,182,235,310,116.91,Unhealthy,33,35,23.15,995.83,Ameerpet
23-04-2017 20:00,22,141,287,272,64.72,Unhealthy for Sensitive Groups,43,89,12.14,1040.88,SR Nagar
23-04-2017 21:00,20,137,321,493,142.65,Unhealthy for Sensitive Groups,27,84,4.65,1039.18,Ameerpet
23-04-2017 22:00,27,258,243,270,117.37,Very Unhealthy,39,32,27.72,1012.43,Miyapur
23-04-2017 23:00,23,99,339,163,50.38,Moderate,44,25,23.3,1033.36,Gachibowli
24-04-2017 00:00,23,152,356,101,22.54,Unhealthy,37,31,16.21,981.15,SR Nagar
24-04-2017 01:00,19,161,272,56,71.67,Unhealthy,32,28,10.64,1040.61,Ameerpet
24-04-2017 02:00,23,217,317,352,84.81,Very Unhealthy,25,78,29.52,993.78,Kukatpally
24-04-2017 03:00,20,285,129,75,82.09,Very Unhealthy,42,86,2.8,996.59,Kukatpally
24-04-2017 04:00,18,95,292,497,141.36,Moderate,20,43,28.04,1017.91,Banjara Hills
24-04-2017 05:00,13,228,345,251,105.69,Very Unhealthy,23,34,12.12,1012.47,Kukatpally
24-04-2017 06:00,18,60,169,158,72.45,Moderate,26,82,2.9,989.94,Banjara Hills
24-04-2017 07:00,18,61,223,386,108.29,Moderate,33,69,11.38,1029.01,Banjara Hills
24-04-2017 08:00,21,190,245,262,55.43,Unhealthy,28,40,22.49,1020.41,SR Nagar
24-04-2017 09:00,21,113,146,331,120.89,Unhealthy for Sensitive Groups,29,20,12.74,1043.53,SR Nagar
24-04-2017 10:00,24,57,99,267,132.88,Moderate,25,30,14.79,1047.55,Banjara Hills
24-04-2017 11:00,23,242,190,283,142.33,Very Unhealthy,20,86,24.7,1007.42,Miyapur
24-04-2017 12:00,32,58,148,240,9.95,Moderate,28,41,18.47,1006.83,Gachibowli
24-04-2017 13:00,31,269,104,228,46.97,Very Unhealthy,17,26,20.04,1039.76,Miyapur
24-04-2017 14:00,33,179,389,201,28.97,Unhealthy,33,68,4.62,988.33,SR Nagar
24-04-2017 15:00,37,127,91,311,101.68,Unhealthy for Sensitive Groups,34,20,7.57,982.45,SR Nagar
24-04-2017 16:00,32,190,144,206,42.05,Unhealthy,39,84,12.34,981.21,SR Nagar
24-04-2017 17:00,32,289,261,274,72.03,Very Unhealthy,25,82,3.29,1046.72,Miyapur
24-04-2017 18:00,35,51,313,151,118.88,Moderate,43,83,8.37,1010.81,Gachibowli
24-04-2017 19:00,37,245,212,77,128.37,Very Unhealthy,38,45,25.0,1024.92,Kukatpally
24-04-2017 20:00,41,253,265,202,92.69,Very Unhealthy,31,36,0.66,989.53,Kukatpally
24-04-2017 21:00,32,225,158,305,70.44,Very Unhealthy,43,30,1.53,982.89,Kukatpally
24-04-2017 22:00,29,123,211,159,14.21,Unhealthy for Sensitive Groups,42,86,20.61,1042.03,SR Nagar
24-04-2017 23:00,32,180,354,24,111.91,Unhealthy,41,29,11.58,1031.78,SR Nagar
25-04-2017 00:00,32,245,390,418,108.09,Very Unhealthy,31,85,23.19,1032.91,Kukatpally
25-04-2017 01:00,29,183,396,329,39.21,Unhealthy,37,51,27.96,1012.61,Ameerpet
25-04-2017 02:00,25,136,279,188,110.73,Unhealthy for Sensitive Groups,17,35,8.0,1023.8,SR Nagar
25-04-2017 03:00,22,54,180,169,38.52,Moderate,28,45,1.11,1023.52,Banjara Hills
25-04-2017 04:00,20,291,231,232,102.88,Very Unhealthy,41,75,13.68,1049.2,Miyapur
25-04-2017 05:00,15,180,295,435,26.36,Unhealthy,21,28,28.93,1012.82,Ameerpet
25-04-2017 06:00,23,187,226,224,137.28,Unhealthy,39,24,16.36,1007.63,SR Nagar
25-04-2017 07:00,22,220,359,154,62.72,Very Unhealthy,33,26,11.32,1029.68,Miyapur
25-04-2017 08:00,23,196,389,391,92.43,Unhealthy,17,84,16.56,1028.05,Ameerpet
25-04-2017 09:00,20,63,312,171,34.97,Moderate,16,31,4.96,1021.99,Banjara Hills
25-04-2017 10:00,22,198,228,462,128.58,Unhealthy,40,67,22.54,1007.35,Ameerpet
25-04-2017 11:00,31,173,354,56,145.39,Unhealthy,31,44,20.41,1011.09,SR Nagar
25-04-2017 12:00,38,92,260,179,49.24,Moderate,23,32,21.72,997.31,Gachibowli
25-04-2017 13:00,38,77,230,359,34.64,Moderate,36,60,9.07,996.41,Banjara Hills
25-04-2017 14:00,38,198,372,59,82.83,Unhealthy,20,29,24.41,1040.33,SR Nagar
25-04-2017 15:00,33,213,363,118,143.9,Very Unhealthy,38,59,26.79,995.25,Miyapur
25-04-2017 16:00,33,73,283,190,115.66,Moderate,41,52,28.67,1039.24,Gachibowli
25-04-2017 17:00,33,231,159,487,147.64,Very Unhealthy,35,54,19.16,992.51,Kukatpally
25-04-2017 18:00,36,215,228,23,131.95,Very Unhealthy,23,56,10.45,1018.04,Miyapur
25-04-2017 19:00,39,66,356,482,104.54,Moderate,45,35,11.63,1013.31,Gachibowli
25-04-2017 20:00,42,199,114,76,31.77,Unhealthy,41,52,16.97,1033.52,SR Nagar
25-04-2017 21:00,37,132,295,239,132.68,Unhealthy for Sensitive Groups,19,72,17.26,1042.1,SR Nagar
25-04-2017 22:00,33,94,80,29,92.88,Moderate,16,54,23.77,997.79,Gachibowli
25-04-2017 23:00,33,295,285,454,70.49,Very Unhealthy,36,74,2.55,1011.84,Kukatpally
26-04-2017 00:00,31,123,171,160,77.58,Unhealthy for Sensitive Groups,29,36,17.0,992.7,Ameerpet
26-04-2017 01:00,23,238,170,32,144.77,Very Unhealthy,23,46,10.46,1003.97,Miyapur
26-04-2017 02:00,23,188,149,414,6.6,Unhealthy,33,40,25.02,997.35,SR Nagar
26-04-2017 03:00,22,110,211,437,113.78,Unhealthy for Sensitive Groups,24,40,10.56,1047.64,SR Nagar
26-04-2017 04:00,19,87,336,398,115.5,Moderate,18,36,14.03,1010.56,Gachibowli
26-04-2017 05:00,20,115,171,61,18.82,Unhealthy for Sensitive Groups,24,46,6.83,998.88,SR Nagar
26-04-2017 06:00,16,82,161,210,145.1,Moderate,41,67,8.87,987.31,Banjara Hills
26-04-2017 07:00,18,92,387,432,76.85,Moderate,22,63,16.67,1004.39,Gachibowli
26-04-2017 08:00,18,208,178,31,108.71,Very Unhealthy,36,55,12.78,1043.08,Miyapur
26-04-2017 09:00,23,161,132,220,66.84,Unhealthy,27,47,6.05,1029.69,SR Nagar
26-04-2017 10:00,27,84,159,78,50.92,Moderate,21,44,14.22,989.75,Banjara Hills
26-04-2017 11:00,27,86,391,205,87.65,Moderate,21,66,4.96,980.88,Banjara Hills
26-04-2017 12:00,34,224,325,158,134.36,Very Unhealthy,18,42,26.45,1022.36,Kukatpally
26-04-2017 13:00,30,288,368,475,97.82,Very Unhealthy,29,69,27.73,1047.09,Miyapur
26-04-2017 14:00,32,149,358,142,99.69,Unhealthy for Sensitive Groups,26,84,6.79,999.87,SR Nagar
26-04-2017 15:00,34,72,341,454,50.91,Moderate,30,35,1.57,1006.53,Gachibowli
26-04-2017 16:00,30,213,340,240,38.95,Very Unhealthy,20,69,27.81,1037.31,Kukatpally
26-04-2017 17:00,33,217,311,86,96.06,Very Unhealthy,42,32,9.36,1006.34,Kukatpally
26-04-2017 18:00,42,280,327,263,26.16,Very Unhealthy,23,54,5.64,1017.62,Miyapur
26-04-2017 19:00,39,267,334,227,69.74,Very Unhealthy,17,51,27.58,982.33,Kukatpally
26-04-2017 20:00,40,138,162,217,41.22,Unhealthy for Sensitive Groups,22,44,26.48,1027.57,Ameerpet
26-04-2017 21:00,36,258,344,133,107.33,Very Unhealthy,21,62,1.59,981.18,Kukatpally
26-04-2017 22:00,32,64,82,20,82.6,Moderate,18,47,6.23,1005.84,Gachibowli
26-04-2017 23:00,35,214,302,76,19.54,Very Unhealthy,40,85,24.38,985.89,Kukatpally
27-04-2017 00:00,34,286,329,333,86.18,Very Unhealthy,27,86,8.02,983.41,Kukatpally
27-04-2017 01:00,30,181,271,378,92.23,Unhealthy,33,52,20.05,980.32,Ameerpet
27-04-2017 02:00,26,199,125,402,47.15,Unhealthy,44,66,1.2,981.47,Ameerpet
27-04-2017 03:00,21,258,374,359,52.98,Very Unhealthy,21,54,25.25,1021.21,Miyapur
27-04-2017 04:00,18,71,348,60,131.85,Moderate,24,83,12.67,981.38,Banjara Hills
27-04-2017 05:00,20,258,120,325,21.21,Very Unhealthy,39,31,14.1,985.21,Kukatpally
27-04-2017 06:00,16,255,218,310,145.36,Very Unhealthy,26,72,24.25,1008.77,Miyapur
27-04-2017 07:00,20,127,120,453,36.0,Unhealthy for Sensitive Groups,40,63,13.63,1008.49,Ameerpet
27-04-2017 08:00,19,194,254,67,40.06,Unhealthy,17,65,3.12,998.39,Ameerpet
27-04-2017 09:00,23,121,370,85,61.7,Unhealthy for Sensitive Groups,45,30,15.13,1026.5,Ameerpet
27-04-2017 10:00,23,147,359,191,142.47,Unhealthy for Sensitive Groups,40,89,13.7,984.69,SR Nagar
27-04-2017 11:00,30,139,173,264,134.91,Unhealthy for Sensitive Groups,39,65,13.5,1000.09,Ameerpet
27-04-2017 12:00,29,158,284,58,113.26,Unhealthy,43,78,5.78,1028.64,SR Nagar
27-04-2017 13:00,29,143,135,406,120.23,Unhealthy for Sensitive Groups,38,78,4.92,987.41,SR Nagar
27-04-2017 14:00,31,263,310,158,80.65,Very Unhealthy,26,53,23.34,1029.75,Kukatpally
27-04-2017 15:00,35,129,339,244,136.22,Unhealthy for Sensitive Groups,33,40,18.58,981.12,Ameerpet
27-04-2017 16:00,30,143,299,243,23.46,Unhealthy for Sensitive Groups,29,71,0.19,1029.13,SR Nagar
27-04-2017 17:00,31,129,247,286,83.59,Unhealthy for Sensitive Groups,22,67,25.06,1035.07,SR Nagar
27-04-2017 18:00,34,87,250,420,124.12,Moderate,26,38,3.64,1028.76,Banjara Hills
27-04-2017 19:00,31,295,393,334,87.64,Very Unhealthy,34,23,22.13,1033.12,Miyapur
27-04-2017 20:00,40,201,397,90,123.12,Very Unhealthy,20,51,2.88,1037.93,Kukatpally
27-04-2017 21:00,31,277,216,320,29.23,Very Unhealthy,42,47,29.14,1012.89,Miyapur
27-04-2017 22:00,31,276,357,94,10.59,Very Unhealthy,24,77,27.02,1005.65,Kukatpally
27-04-2017 23:00,32,183,339,458,86.01,Unhealthy,16,60,5.49,1026.36,SR Nagar
28-04-2017 00:00,30,245,370,25,106.09,Very Unhealthy,38,52,0.25,1020.64,Kukatpally
28-04-2017 01:00,26,259,368,497,85.6,Very Unhealthy,27,33,1.79,1029.65,Kukatpally
28-04-2017 02:00,24,183,214,415,57.74,Unhealthy,39,72,24.26,1037.11,Ameerpet
28-04-2017 03:00,23,75,184,352,109.79,Moderate,21,61,2.3,982.47,Gachibowli
28-04-2017 04:00,20,150,306,157,139.88,Unhealthy for Sensitive Groups,22,55,23.34,1021.69,Ameerpet
28-04-2017 05:00,17,268,269,393,87.64,Very Unhealthy,37,44,24.59,1021.03,Kukatpally
28-04-2017 06:00,17,218,274,442,29.7,Very Unhealthy,30,71,9.21,1032.38,Kukatpally
28-04-2017 07:00,18,124,143,337,80.59,Unhealthy for Sensitive Groups,25,59,22.05,1043.08,Ameerpet
28-04-2017 08:00,20,87,250,311,113.85,Moderate,40,89,24.61,996.05,Gachibowli
28-04-2017 09:00,16,257,97,314,33.67,Very Unhealthy,18,81,23.42,1042.72,Miyapur
28-04-2017 10:00,20,132,338,370,69.3,Unhealthy for Sensitive Groups,31,28,5.75,1032.74,Ameerpet
28-04-2017 11:00,25,220,394,111,101.93,Very Unhealthy,30,88,13.48,997.1,Miyapur
28-04-2017 12:00,23,230,269,231,16.44,Very Unhealthy,33,40,2.05,1026.19,Kukatpally
28-04-2017 13:00,26,192,374,75,34.64,Unhealthy,37,72,15.76,1027.15,Ameerpet
28-04-2017 14:00,28,267,399,71,109.62,Very Unhealthy,41,89,13.27,1002.89,Miyapur
28-04-2017 15:00,31,105,332,385,50.38,Unhealthy for Sensitive Groups,25,20,27.08,1006.43,Ameerpet
28-04-2017 16:00,27,154,160,130,18.53,Unhealthy,21,50,0.54,986.12,Ameerpet
28-04-2017 17:00,23,233,139,200,113.05,Very Unhealthy,41,64,15.91,1016.84,Miyapur
28-04-2017 18:00,26,80,184,169,35.24,Moderate,27,47,21.97,1048.52,Gachibowli
28-04-2017 19:00,28,260,340,476,19.86,Very Unhealthy,33,22,13.92,983.99,Kukatpally
28-04-2017 20:00,27,234,334,278,95.53,Very Unhealthy,31,59,7.14,1022.7,Kukatpally
28-04-2017 21:00,26,228,125,179,136.98,Very Unhealthy,40,23,18.3,981.39,Miyapur
28-04-2017 22:00,26,201,211,481,74.17,Very Unhealthy,39,89,29.61,983.11,Miyapur
28-04-2017 23:00,25,107,93,275,37.43,Unhealthy for Sensitive Groups,42,31,1.23,1020.9,Ameerpet
29-04-2017 00:00,26,122,346,184,89.37,Unhealthy for Sensitive Groups,36,81,5.88,1029.09,Ameerpet
29-04-2017 01:00,22,264,101,206,97.14,Very Unhealthy,27,90,14.72,1022.78,Miyapur
29-04-2017 02:00,21,181,185,228,141.0,Unhealthy,43,67,17.93,1015.13,SR Nagar
29-04-2017 03:00,16,59,84,453,145.4,Moderate,26,26,18.72,1033.87,Gachibowli
29-04-2017 04:00,12,240,260,454,54.72,Very Unhealthy,21,76,1.81,991.93,Kukatpally
29-04-2017 05:00,14,122,228,67,111.7,Unhealthy for Sensitive Groups,15,75,3.69,1044.9,Ameerpet
29-04-2017 06:00,11,260,359,253,129.85,Very Unhealthy,15,86,28.34,1030.0,Kukatpally
29-04-2017 07:00,12,64,92,259,97.42,Moderate,34,32,2.26,1034.44,Gachibowli
29-04-2017 08:00,12,292,105,34,128.42,Very Unhealthy,37,71,12.57,983.28,Miyapur
29-04-2017 09:00,11,147,119,80,80.69,Unhealthy for Sensitive Groups,28,82,17.32,1020.02,Ameerpet
29-04-2017 10:00,14,283,361,389,91.91,Very Unhealthy,41,60,9.42,1015.54,Miyapur
29-04-2017 11:00,18,112,365,327,19.6,Unhealthy for Sensitive Groups,29,42,7.67,1039.51,SR Nagar
29-04-2017 12:00,15,68,143,70,60.38,Moderate,25,66,8.71,1035.46,Banjara Hills
29-04-2017 13:00,13,162,190,182,7.01,Unhealthy,38,84,8.48,1002.78,SR Nagar
29-04-2017 14:00,12,112,167,36,113.21,Unhealthy for Sensitive Groups,40,50,11.38,990.01,SR Nagar
29-04-2017 15:00,17,165,203,317,63.15,Unhealthy,23,55,3.48,998.86,SR Nagar
29-04-2017 16:00,19,233,225,196,135.33,Very Unhealthy,31,33,25.61,1042.87,Miyapur
29-04-2017 17:00,16,70,293,478,20.04,Moderate,18,56,22.78,1006.94,Gachibowli
29-04-2017 18:00,14,211,207,308,8.18,Very Unhealthy,34,51,1.02,1045.07,Kukatpally
29-04-2017 19:00,20,292,373,37,59.38,Very Unhealthy,33,72,22.84,1007.11,Miyapur
29-04-2017 20:00,20,194,228,286,146.16,Unhealthy,21,47,24.84,1049.24,Ameerpet
29-04-2017 21:00,20,195,219,171,145.69,Unhealthy,15,84,27.66,1000.38,Ameerpet
29-04-2017 22:00,20,130,371,94,103.55,Unhealthy for Sensitive Groups,23,66,18.39,1009.34,SR Nagar
29-04-2017 23:00,24,115,201,56,41.76,Unhealthy for Sensitive Groups,27,90,25.59,1002.05,SR Nagar
30-04-2017 00:00,20,228,90,292,74.66,Very Unhealthy,38,51,22.77,1049.33,Kukatpally
30-04-2017 01:00,20,114,362,280,146.48,Unhealthy for Sensitive Groups,16,43,0.76,1009.82,SR Nagar
30-04-2017 02:00,18,92,331,14,120.79,Moderate,16,33,24.33,1036.72,Gachibowli
30-04-2017 03:00,15,106,273,329,101.87,Unhealthy for Sensitive Groups,38,66,17.43,991.04,SR Nagar
30-04-2017 04:00,12,187,274,282,139.69,Unhealthy,41,20,19.52,986.86,SR Nagar
30-04-2017 05:00,14,86,160,401,105.75,Moderate,44,38,26.55,1042.82,Gachibowli
30-04-2017 06:00,15,225,186,66,47.85,Very Unhealthy,29,77,0.31,1007.8,Miyapur
30-04-2017 07:00,13,169,285,322,86.62,Unhealthy,31,26,3.24,1030.19,Ameerpet
30-04-2017 08:00,15,118,288,57,43.78,Unhealthy for Sensitive Groups,27,83,17.21,1009.53,Ameerpet
30-04-2017 09:00,12,105,206,248,87.21,Unhealthy for Sensitive Groups,21,37,12.29,1036.87,Ameerpet
30-04-2017 10:00,14,168,113,353,144.46,Unhealthy,23,82,12.54,1022.91,Ameerpet
30-04-2017 11:00,16,253,143,393,78.39,Very Unhealthy,26,87,9.37,1030.72,Kukatpally
30-04-2017 12:00,14,213,96,411,78.39,Very Unhealthy,45,69,24.56,1033.38,Miyapur
30-04-2017 13:00,11,208,328,307,46.05,Very Unhealthy,17,87,3.11,992.17,Kukatpally
30-04-2017 14:00,13,104,184,462,37.71,Unhealthy for Sensitive Groups,37,35,15.99,1004.83,Ameerpet
30-04-2017 15:00,14,87,187,319,20.9,Moderate,36,33,13.75,1002.14,Gachibowli
30-04-2017 16:00,14,292,301,153,100.9,Very Unhealthy,29,81,16.54,1023.08,Kukatpally
30-04-2017 17:00,20,250,255,94,87.06,Very Unhealthy,21,26,1.52,983.57,Miyapur
30-04-2017 18:00,17,285,307,213,79.67,Very Unhealthy,37,75,20.21,991.19,Miyapur
30-04-2017 19:00,18,267,269,410,140.79,Very Unhealthy,40,33,0.41,980.17,Kukatpally
30-04-2017 20:00,18,64,292,437,98.07,Moderate,15,61,15.83,1007.25,Banjara Hills
30-04-2017 21:00,22,193,300,298,57.25,Unhealthy,28,89,7.97,1010.73,SR Nagar
30-04-2017 22:00,19,126,241,404,42.29,Unhealthy for Sensitive Groups,33,81,9.39,992.57,SR Nagar
30-04-2017 23:00,21,266,377,177,74.09,Very Unhealthy,30,62,22.15,992.0,Kukatpally
01-05-2017 00:00,23,271,328,174,51.84,Very Unhealthy,24,76,29.58,1009.96,Miyapur
01-05-2017 01:00,24,102,269,497,54.13,Unhealthy for Sensitive Groups,15,50,14.26,997.43,SR Nagar
01-05-2017 02:00,19,233,91,84,105.17,Very Unhealthy,19,70,20.09,985.19,Miyapur
01-05-2017 03:00,18,56,147,37,47.1,Moderate,17,86,7.45,1044.54,Banjara Hills
01-05-2017 04:00,17,234,120,116,7.23,Very Unhealthy,31,20,16.62,1040.58,Miyapur
01-05-2017 05:00,16,104,339,167,55.94,Unhealthy for Sensitive Groups,32,63,3.0,983.68,Ameerpet
01-05-2017 06:00,18,101,205,439,140.15,Unhealthy for Sensitive Groups,40,69,25.51,994.37,Ameerpet
01-05-2017 07:00,19,53,305,343,100.47,Moderate,35,79,13.67,1029.46,Banjara Hills
01-05-2017 08:00,17,92,289,124,79.83,Moderate,41,22,10.84,984.73,Banjara Hills
01-05-2017 09:00,22,89,344,436,69.01,Moderate,33,73,15.4,1044.33,Gachibowli
01-05-2017 10:00,22,279,250,350,127.7,Very Unhealthy,36,21,27.39,981.04,Kukatpally
01-05-2017 11:00,21,170,80,233,22.93,Unhealthy,39,48,23.29,1017.6,SR Nagar
01-05-2017 12:00,23,79,288,100,49.73,Moderate,36,35,4.58,1008.11,Banjara Hills
01-05-2017 13:00,23,187,320,262,87.26,Unhealthy,32,78,23.04,1013.39,Ameerpet
01-05-2017 14:00,21,271,151,363,101.52,Very Unhealthy,30,30,11.79,1030.73,Kukatpally
01-05-2017 15:00,21,152,352,273,51.22,Unhealthy,16,43,11.85,981.94,Ameerpet
01-05-2017 16:00,20,56,168,52,121.77,Moderate,29,51,22.73,1023.53,Banjara Hills
01-05-2017 17:00,22,213,99,298,51.35,Very Unhealthy,27,73,13.79,1038.51,Miyapur
01-05-2017 18:00,23,212,394,494,9.63,Very Unhealthy,27,75,2.17,1029.32,Miyapur
01-05-2017 19:00,28,265,220,64,78.84,Very Unhealthy,30,90,7.4,1005.73,Miyapur
01-05-2017 20:00,28,216,254,323,149.3,Very Unhealthy,22,62,26.84,992.95,Kukatpally
01-05-2017 21:00,31,213,129,30,53.0,Very Unhealthy,25,72,17.76,1030.02,Kukatpally
01-05-2017 22:00,30,158,173,440,50.79,Unhealthy,22,20,25.87,1005.36,SR Nagar
01-05-2017 23:00,31,69,247,316,75.62,Moderate,36,80,9.15,1035.97,Banjara Hills
02-05-2017 00:00,27,98,134,422,30.99,Moderate,24,53,20.67,981.86,Gachibowli
02-05-2017 01:00,28,145,130,25,92.27,Unhealthy for Sensitive Groups,37,80,23.56,980.8,Ameerpet
02-05-2017 02:00,24,108,349,333,66.09,Unhealthy for Sensitive Groups,15,80,5.49,1014.44,Ameerpet
02-05-2017 03:00,22,280,224,354,63.41,Very Unhealthy,45,27,0.7,988.17,Miyapur
02-05-2017 04:00,17,226,156,78,106.8,Very Unhealthy,26,73,19.03,1037.77,Kukatpally
02-05-2017 05:00,17,139,208,156,31.98,Unhealthy for Sensitive Groups,23,72,17.31,985.84,SR Nagar
02-05-2017 06:00,17,75,190,116,149.81,Moderate,19,39,1.19,1046.32,Gachibowli
02-05-2017 07:00,21,85,80,176,84.37,Moderate,23,65,12.32,999.73,Gachibowli
02-05-2017 08:00,19,220,105,335,30.87,Very Unhealthy,30,50,16.9,1041.27,Miyapur
02-05-2017 09:00,20,175,195,39,17.02,Unhealthy,32,45,6.36,999.28,Ameerpet
02-05-2017 10:00,22,276,253,37,114.28,Very Unhealthy,44,82,2.9,1008.61,Kukatpally
02-05-2017 11:00,31,92,92,456,38.44,Moderate,22,39,24.04,994.68,Banjara Hills
02-05-2017 12:00,30,148,113,278,112.3,Unhealthy for Sensitive Groups,37,41,27.75,983.43,Ameerpet
02-05-2017 13:00,29,253,397,248,109.43,Very Unhealthy,25,76,13.42,1021.74,Miyapur
02-05-2017 14:00,32,82,311,76,149.53,Moderate,44,76,4.02,1036.39,Gachibowli
02-05-2017 15:00,31,149,152,73,17.93,Unhealthy for Sensitive Groups,34,45,12.64,1031.09,Ameerpet
02-05-2017 16:00,30,255,130,67,84.82,Very Unhealthy,33,36,8.37,1047.94,Miyapur
02-05-2017 17:00,30,146,290,492,106.06,Unhealthy for Sensitive Groups,18,46,14.72,1043.53,SR Nagar
02-05-2017 18:00,33,287,294,333,32.94,Very Unhealthy,34,86,0.27,989.75,Miyapur
02-05-2017 19:00,32,222,120,275,117.79,Very Unhealthy,40,75,26.01,1023.82,Kukatpally
02-05-2017 20:00,35,94,390,444,80.07,Moderate,24,43,1.74,1013.21,Banjara Hills
02-05-2017 21:00,33,137,173,335,59.13,Unhealthy for Sensitive Groups,38,44,12.9,993.07,Ameerpet
02-05-2017 22:00,30,192,268,266,57.59,Unhealthy,27,29,19.83,1032.64,Ameerpet
02-05-2017 23:00,31,144,214,10,58.02,Unhealthy for Sensitive Groups,43,55,19.53,1013.85,Ameerpet
03-05-2017 00:00,31,66,285,400,117.36,Moderate,34,64,8.95,1028.9,Gachibowli
03-05-2017 01:00,28,189,81,89,144.3,Unhealthy,28,36,14.99,984.28,Ameerpet
03-05-2017 02:00,19,71,283,225,100.12,Moderate,35,77,14.91,987.93,Banjara Hills
03-05-2017 03:00,20,200,320,393,36.87,Unhealthy,16,42,3.94,1011.0,SR Nagar
03-05-2017 04:00,21,139,337,13,22.58,Unhealthy for Sensitive Groups,43,27,11.17,981.34,Ameerpet
03-05-2017 05:00,17,127,235,281,17.15,Unhealthy for Sensitive Groups,18,69,3.58,993.27,SR Nagar
03-05-2017 06:00,21,189,133,208,86.87,Unhealthy,21,35,1.71,1038.63,Ameerpet
03-05-2017 07:00,20,163,173,379,133.76,Unhealthy,33,62,1.67,1012.95,SR Nagar
03-05-2017 08:00,23,117,393,34,64.56,Unhealthy for Sensitive Groups,44,65,13.05,1030.09,Ameerpet
03-05-2017 09:00,20,159,140,408,26.85,Unhealthy,44,68,21.89,991.43,Ameerpet
03-05-2017 10:00,20,228,247,402,69.49,Very Unhealthy,31,34,29.54,1006.78,Miyapur
03-05-2017 11:00,27,174,353,276,120.07,Unhealthy,30,68,17.14,1037.32,SR Nagar
03-05-2017 12:00,32,190,104,208,117.9,Unhealthy,27,40,8.98,982.99,SR Nagar
03-05-2017 13:00,31,106,127,62,62.51,Unhealthy for Sensitive Groups,38,25,6.21,1002.11,Ameerpet
03-05-2017 14:00,33,104,268,48,74.76,Unhealthy for Sensitive Groups,38,74,20.84,1015.77,Ameerpet
03-05-2017 15:00,30,131,132,480,96.53,Unhealthy for Sensitive Groups,36,34,1.55,1023.54,SR Nagar
03-05-2017 16:00,30,156,320,140,79.27,Unhealthy,37,30,7.87,990.29,Ameerpet
03-05-2017 17:00,37,205,106,208,40.26,Very Unhealthy,45,58,20.66,1044.8,Miyapur
03-05-2017 18:00,36,151,138,12,117.23,Unhealthy,40,70,13.35,1031.61,SR Nagar
03-05-2017 19:00,36,282,265,405,68.44,Very Unhealthy,41,56,15.01,984.46,Kukatpally
03-05-2017 20:00,33,221,220,12,54.81,Very Unhealthy,32,68,29.26,1011.19,Miyapur
03-05-2017 21:00,35,196,136,336,45.83,Unhealthy,35,76,12.14,1042.26,SR Nagar
03-05-2017 22:00,37,223,274,32,132.31,Very Unhealthy,26,84,17.85,1043.02,Kukatpally
03-05-2017 23:00,34,160,185,431,48.25,Unhealthy,37,36,29.96,1041.57,SR Nagar
04-05-2017 00:00,30,156,359,472,106.76,Unhealthy,45,82,20.59,988.33,SR Nagar
04-05-2017 01:00,28,151,247,224,48.64,Unhealthy,39,33,15.43,1015.05,SR Nagar
04-05-2017 02:00,27,287,325,387,40.89,Very Unhealthy,15,57,9.72,1011.81,Kukatpally
04-05-2017 03:00,19,52,293,51,65.62,Moderate,29,44,29.29,1009.5,Banjara Hills
04-05-2017 04:00,17,260,81,142,141.66,Very Unhealthy,17,56,8.81,1006.58,Kukatpally
04-05-2017 05:00,19,197,383,50,125.13,Unhealthy,20,75,3.47,1040.12,SR Nagar
04-05-2017 06:00,19,74,261,378,45.2,Moderate,28,26,27.78,1035.43,Gachibowli
04-05-2017 07:00,18,124,381,446,57.5,Unhealthy for Sensitive Groups,37,30,9.57,993.16,Ameerpet
04-05-2017 08:00,23,233,262,71,93.19,Very Unhealthy,20,54,17.67,1034.81,Kukatpally
04-05-2017 09:00,21,258,174,486,66.98,Very Unhealthy,15,55,19.38,1027.53,Miyapur
04-05-2017 10:00,22,110,235,348,131.47,Unhealthy for Sensitive Groups,34,89,7.83,983.28,SR Nagar
04-05-2017 11:00,25,172,259,391,84.52,Unhealthy,20,71,12.7,987.33,SR Nagar
04-05-2017 12:00,28,290,176,417,130.0,Very Unhealthy,22,88,4.66,1046.4,Kukatpally
